Plant code;Latijnse naam;Nederlandse naam;Oorsprong;Familie;Groep;Bloemkleur;Bloemkleurdetail;Bladkleur;Bloeimaand;Hoogte;Hoogtedetail;Habitat - licht;Habitat - grondsoort;Habitat - pH;Habitat - vochtigheid;Bijenvriendelijkheid;Bijenvriendelijkheidsdetail;Referenties;Foto's;Cultivars
PL0074;Armeria maritima;Engels gras;inheems;Plumbaginaceae;Vaste planten;wit,roze,rood;wit, roze of rozerood;blauwgroen blad;5,6,7;0-20cm;10 - 20 cm;zon,halfschaduw;;neutraal;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_78245008.jpg;Armeria maritima 'Alba',Armeria maritima 'Armada' Rose (r),Armeria maritima 'Ballerina White',Armeria maritima 'Splendens'
PL0075;Arnica chamissonis;Valkruid;inheems;Asteraceae;Vaste planten;geel;gele margrietachtige bloemen;;5,6,7,8;21-50cm;30 - 40 cm;zon,halfschaduw;;neutraal;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0076;Arnica montana;Valkruid;inheems;Asteraceae;Vaste planten;geel;;;5,6,7;21-50cm;40 - 50 cm;zon;;zuur;droog,gemiddeld;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0077;Asclepias incarnata;Zijdeplant;uitheems;Apocynaceae;Vaste planten;roze;;;7,8,9;101-200cm;120 - 150 cm;zon,halfschaduw;;neutraal;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0078;Asclepias syriaca;Zijdeplant;uitheems;Apocynaceae;Vaste planten;roze;grote trossen van zalm tot roze bloemen;;6,7,8;101-200cm;1,5 tot 2 m;zon;;neutraal;gemiddeld,vochthoudend;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0079;Asparagus officinalis;Asperge;inheems;Asparagaceae;Vaste planten;geel,groen;groen geelachtige bloemen;naaldvormige bladeren;6,7,8;51-100cm,101-200cm;1,5 tot 2 m;zon;;neutraal, kalk;gemiddeld;nectarleverancier;26-50 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0080;Asperula odorata,Galium odoratum;Lievevrouwbedstro;inheems;Rubiaceae;Vaste planten;wit;;;5,6;0-20cm;10 - 20 cm;zon;;neutraal;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0081;Aster ageratoides;Aster;uitheems;Asteraceae;Vaste planten;paars,wit,blauw;paars, wit of violetblauw;;8,9,10;21-50cm,51-100cm,101-200cm;0,20-2 m;zon,halfschaduw,schaduw;;neutraal;;nectarleverancier;51-100 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Aster ageratoides 'Ashvi',Aster ageratoides 'Asran',Aster ageratoides 'Harry Smith'
PL0082;Aster alpinus;Alpenaster;uitheems;Asteraceae;Vaste planten;paars,roze,blauw,wit;;;5,6;21-50cm;0,25 m;zon;zand,veen;zuur;;nectar- en pollenleverancier;101-200 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_14936047.jpg;Aster alpinus 'Albus',Aster alpinus 'Dunkle Schîne'
PL0083;Aster amellus;Aster;uitheems;Asteraceae;Vaste planten;paars;stervormige lilakleurige bloemen met geel hartje;;8,9,10;21-50cm,51-100cm;15 tot 70 cm;zon;;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Aster amellus 'Rudolf Goethe',Aster amellus 'Sonia',Aster amellus 'Veilchenkînigin'
PL0084;Aster chilensis,Symphyotrichum chilense;Aster;uitheems;Asteraceae;Vaste planten;paars;stervormige lilakleurige bloemen met geel hartje;;7,8;21-50cm,51-100cm;40 - 100 cm;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Aster chilensis 'Point Saint George',Aster chilensis 'Purple Haze'
PL0085;Aster cordifolius,Symphyotrichum cordifolius;Aster;uitheems;Asteraceae;Vaste planten;blauw,wit;stervormige blauwwitte bloemen met lichtgeel tot paars hartje;;8,9,10;51-100cm;70 - 100 cm;zon;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Aster cordifolius 'Ideal',Aster cordifolius 'Little Carlow'
PL0086;Aster divaricatus;Aster;uitheems;Asteraceae;Vaste planten;wit;;;6,7,8;51-100cm;60 cm;zon;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0087;Aster dumosus,Symphyotrichum dumosus;Herfstaster,dwergaster;uitheems;Asteraceae;Vaste planten;wit,rood,roze,blauw,paars;;;8,9,10;21-50cm;;zon;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Aster dumosus 'Alice Haslam',Aster dumosus 'Dasfour',Aster dumosus 'Herbstgruss von Bresserhof',Aster dumosus 'Jenny',Aster dumosus 'Kassel',Aster dumosus 'Kristina',Aster dumosus 'Lady in Blue',Aster dumosus 'Professor Anton Kippenberg',Aster dumosus 'Rosenwichtel',Aster dumosus 'Samoa',Aster dumosus 'Starlight'
PL0088;Aster ericoides,Symphyotrichum ericoides;Heideaster;uitheems;Asteraceae;Vaste planten;wit,roze,paars,blauw;wit, roze of paarse bloemen met geel hartje;;8,9,10;51-100cm,101-200cm;50 tot 120 cm;zon;;neutraal;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Aster ericoides 'Blue Star',Aster ericoides 'Blue Star',Aster ericoides 'Golden Spray',Aster ericoides 'Lovely',Aster ericoides 'Schneetanne'
PL0089;Aster lateriflorus,Symphyotrichum lateriflorus;Aster;uitheems;Asteraceae;Vaste planten;roze,wit;;;9,1;51-100cm,101-200cm;40 tot 150 cm;zon;;neutraal;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Aster lateriflorus 'Horizontalis',Aster lateriflorus 'Lady in Black',Aster lateriflorus 'Prince'
PL0090;Aster linosyris;Kalkaster;inheems;Asteraceae;Vaste planten;geel;groen geel;;8,9;51-100cm;50 cm;zon;;neutraal;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0091;Aster novae-angliae;Aster;uitheems;Asteraceae;Vaste planten;paars,rood,roze,wit;;;8,9,10,11;51-100cm,101-200cm;;zon,halfschaduw;;neutraal;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Aster novae-angliae 'Andenken an Alma Pîtschke',Aster novae-angliae 'Barr's Blue',Aster novae-angliae 'Barr's Pink',Aster novae-angliae 'Harrington's Pink',Aster novae-angliae 'Herbstschnee',Aster novae-angliae 'Marina Wolkonsky',Aster novae-angliae 'Purple Dome',Aster novae-angliae 'Septemberrubin',Aster novae-angliae 'Violetta'
PL0092;Aster novi-belgii;Aster;uitheems;Asteraceae;Vaste planten;paars;paarse bloemen met geel hartje;;8,9,10;51-100cm,101-200cm;100 - 120 cm;zon,halfschaduw;;;vochthoudend;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Aster novi-belgii 'Crimson Brocade',Aster novi-belgii 'Fellowship',Aster novi-belgii 'Marie Ballard',Aster novi-belgii 'Royal Ruby',Aster novi-belgii 'Sarah Ballard',Aster novi-belgii 'Schîne von Dietlikon',Aster novi-belgii 'White Ladies',Aster novi-belgii 'Winston Churchill'
PL0093;Aster pringlei;Aster;uitheems;Asteraceae;Vaste planten;wit;;;9,1;101-200cm;80 cm;zon;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Aster pringlei 'Monte Cassino'
PL0094;Aster radula;Aster;uitheems;Asteraceae;Vaste planten;paars,blauw;;;7,8;51-100cm;50 - 70 cm;zon,halfschaduw;;neutraal;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Aster radula 'August Sky'
PL0095;Aster sedifolius;Aster;uitheems;Asteraceae;Vaste planten;paars,blauw;;;8,9;21-50cm;20 - 30 cm;zon,halfschaduw;;neutraal;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Aster sedifolius 'Nanus'
PL0096;Aster tripolium;Zulte;inheems;Asteraceae;Vaste planten;blauw;lilablauw tot paarsblauw;;7,8,9,10;21-50cm,51-100cm;30 - 100 cm;halfschaduw;leem;kalk;gemiddeld,vochthoudend;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0097;Astrantia major;Zeeuws knoopje;uitheems;Apiaceae;Vaste planten;roze,wit;witte bloemen met beetje rozerood in het midden;;6,7,8;51-100cm;50 - 70 cm;zon,halfschaduw;;kalk;gemiddel,vochthoudend;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Astrantia major 'Buckland',Astrantia major 'Claret',Astrantia major 'Lars',Astrantia major 'Princess Sturdza' (r),Astrantia major 'Roma',Astrantia major 'Rosensinfonie',Astrantia major 'Rubra',Astrantia major 'Ruby Wedding',Astrantia major 'Shaggy',Astrantia major 'Snowstar',Astrantia major 'Star of Beauty',Astrantia major 'Star of Billion' (r)
PL0098;Astrantia maxima;Zeeuws knoopje;uitheems;Apiaceae;Vaste planten;roze;;;6,7,8;51-100cm;50 - 70 cm;halfschaduw,schaduw;;kalk;vochthoudend;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0099;Atropa belladonna;Wolfskers;inheems;Solanaceae;Vaste planten;rood,paars;vuil roodbruine klokvormige bloemen;;5,6,7,8;51-100cm,101-200cm;tot 1,5 m;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0100;Aubrieta deltoidea;Aubrietia;uitheems;Brassicaceae;Vaste planten;paars,roze;;;4,5;0-20cm;0,1 - 0,25 m;halfschaduw;zand;neutraal;gemiddeld;nectar- en pollenleverancier;> 500 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_26562100.jpg;
PL0101;Aucuba japonica;Broodboom;uitheems;Garryaceae;Heesters;paars;;groen, geel, bont gestreept;3,4;101-200cm;2 m;zon;zand,leem;kalk;droog;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Aucuba japonica 'Crotonifolia',Aucuba japonica 'Rozannie'
PL0102;Baileya multiradiata;;uitheems;Asteraceae;Vaste planten;geel,oranje;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0103;Ballota nigra;Stinkende ballote;inheems;Lamiaceae;Vaste planten;roze;;;6,7,8,9;21-50cm,51-100cm;0,3 - 0,8 m;zon;zand;neutraal;gemiddel,vochthoudend;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0104;Baptisia australis;Valse indigo;uitheems;Fabaceae;Vaste planten;blauw,paars;;;6,7,8;101-200cm;120 - 150 cm;zon;;neutraal;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0105;Barbarea vulgaris;Gewoon barbarakruid;inheems;Brassicaceae;Vaste planten;geel;goudgele bloemen;;5,6,7;51-100cm;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0106;Berberis vulgaris;Zuurbes;inheems;Berberidaceae;Heesters;geel;;;4,5,6;>200cm;tot 4 m;zon;zand,leem;;;nectarleverancier;26-50 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0107;Berberis julianae;Zuurbes;inheems;Berberidaceae;Heesters;geel;;glanzende leerachtige bladeren;5,6;101-200cm;1 - 2 m;;;;;nectarleverancier;26-50 kg/ha nectar;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0108;Betula ermanii;Goudberk;uitheems;Betulaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Betula ermanii 'Holland'
PL0109;Betula nigra;Zwarte berk;uitheems;Betulaceae;Bomen;geel,groen;geelgroen;;4,5;;tot 12 m;halfschaduw;;kalk;gemiddeld;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Betula nigra 'Black Star'
PL0110;Betula papyrifera;Papierberk;uitheems;Betulaceae;Bomen;geel,groen;geelgroen;;4,5;;20 m;zon;;neutraal;gemiddeld;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0111;Betula pendula;Gewone berk;inheems;Betulaceae;Bomen;groen,bruin;groenbruin;;4,5;;tot 15 m;zon,halfschaduw;zand,leem;neutraal;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Betula pendula 'Youngii'
PL0112;Betula pubescens;Zachte berk;inheems;Betulaceae;Bomen;;;;4,5;;tot 20 m;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0113;Betula utilis;Zilverberk;uitheems;Betulaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Betula utilis 'Doorenbos'
PL0114;Bidens ferulifolia;Tandzaad;uitheems;Asteraceae;Vaste planten;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0115;Borago officinalis;Bernagie;uitheems;Boraginaceae;Vaste planten;blauw,wit;;;6,7,8,9,10;21-50cm,51-100cm;0,2-0,6 m;zon;zand,leem;neutraal;droog,gemiddeld;pollenleverancier;51-100kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_32747335.jpg;
PL0116;Brassica juncea;Sareptamosterd;uitheems;Brassicaceae;Vaste planten;geel;;;5,6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0117;Brassica napus;Koolzaad;uitheems;Brassicaceae;Vaste planten;geel;;;4,5;51-100cm;0,9 - 1 m;zon;;kalk;gemiddeld;nectar- en pollenleverancier;51-100 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_30697168.jpg,shutterstock_52581175.jpg;
PL0118;Brassica nigra;Zwarte mosterd;inheems;Brassicaceae;Vaste planten;geel;;;5,6,7,8,9;21-50cm,51-100cm;0,3-1,2 m;zon;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0119;Brassica oleracea;Kool;uitheems;Brassicaceae;Vaste planten;geel;;;6,7,8,9;21-50cm,51-100cm;0,3-1 m;halfschaduw;zand,leem;kalk;vochthoudend;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0120;Brassica rapa;Raapzaad;uitheems;Brassicaceae;Vaste planten;geel;;;5,6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Brassica rapa subsp. Oleifera,Brassica rapa subsp. Rapa
PL0121;Bryonia dioica;Heggenrank;inheems;Cucurbitaceae;Vaste planten;wit;groenwitte bloemen;;6,7,8;;0,5-3 m;halfschaduw;;kalk;droog;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0122;Buddleja alternifolia;Vlinderstruik;uitheems;Scrophulariaceae;heesters;paars;lilapaars;;5,6;;250 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0123;Buddleja davidii;Vlinderstruik;uitheems;Scrophulariaceae;Heesters;paars,roze,wit,blauw;lichtpaarse bloemen;mat tot grijsgroen blad;7,8,9,10;101-200cm,>200cm;100 - 250 cm;zon;zand;;droog,gemiddeld;nectarleverancier;51-100kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_81208474.jpg;Buddleja davidii 'Adonis Blue',Buddleja davidii 'Black Night',Buddleja davidii 'Blue Chip' (r),Buddleja davidii 'Border Beauty',Buddleja davidii 'Dartmoor',Buddleja davidii 'Empire Blue',Buddleja davidii 'Empire Blue',Buddleja davidii 'Lilac Chip' (r),Buddleja davidii 'Lochinch',Buddleja davidii 'Miss Ruby' (r),Buddleja davidii 'Nanho Blue',Buddleja davidii 'Nanho Purple',Buddleja davidii 'Nanho White',Buddleja davidii 'Pink Delight',Buddleja davidii 'Royal Red',Buddleja davidii 'White Bouquet',Buddleja davidii 'White Profusion'
PL0124;Bulbine frutescens;Gele kattenstaart;uitheems;Asphodelaceae;Vaste planten;geel,oranje;;;5,6,7,8,9,10;21-50cm;40 tot 50 cm;zon,halfschaduw;;neutraal;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0125;Buxus sempervirens;Palmboompje;inheems;Buxaceae;Heesters;groen;;;3,4,5;101-200cm;200 cm;zon,halfschaduw;zand,leem;neutraal;droog,gemiddeld;nectar- en pollenleverancier;201-500kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0126;Caesalpinia pulcherrima;Pauwenbloem;uitheems;Fabaceae;Heesters;rood;;;;>200cm;tot 3 m;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0127;Calamintha nepeta;Steentijm;inheems;Lamiaceae;Vaste planten;paars,wit;lilawit;;6,7;21-50cm;30 cm;zon;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_77047561.jpg;Calamintha nepeta 'Blue Cloud',Calamintha nepeta 'White Cloud'
PL0128;Calamintha sylvatica;Steentijm;uitheems;Lamiaceae;Vaste planten;wit;;;6,7,8,9,10;21-50cm;50 cm;zon;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Calamintha sylvatica 'Menthe'
PL0129;Cistanthe grandiflora;;uitheems;Portulacaceae;Vaste planten;roze;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0130;Calendula officinalis;Goudsbloem;uitheems;Asteraceae;Vaste planten;oranje,geel;oranjegeel;;5,6,7,8,9,10,11;21-50cm;0,3-0,45 m;halfschaduw;klei,leem;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_1543378.jpg;
PL0131;Callicarpa bodinieri;Schoonvrucht;uitheems;Verbenaceae;Heesters;roze;;;7;>200cm;;;;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Callicarpa bodinieri 'Profusion'
PL0132;Calluna vulgaris;Struikhei;inheems;Ericaceae;Heesters;paars,rood;paarsrood;;8,9;51-100cm;0,8 m;halfschaduw;leem;kalk;gemiddeld,vochthoudend;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_26883229.jpg;Calluna vulgaris 'Alisia',Calluna vulgaris 'Amethyst',Calluna vulgaris 'Aphrodite',Calluna vulgaris 'Athene',Calluna vulgaris 'Dark Beauty',Calluna vulgaris 'Klaudine',Calluna vulgaris 'Melanie',Calluna vulgaris 'Sandy'
PL0133;Caltha palustris;Dotterbloem;inheems;Ranunculaceae;Vaste planten;geel;;;3,4,5;0-20cm,21-50cm;0,1-0,4 m;schaduw;leem;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_55173046.jpg;
PL0134;Camassia leichtlinii;Prairielelie;uitheems;Asparagaceae;Vaste planten;;;;4,5,6;;;;;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0135;Campanula carpatica;Karpatenklokje;uitheems;Campanulaceae;Vaste planten;;;;6,7,8,9,10;0-20cm;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Campanula carpatica 'Blue Clips',Campanula carpatica 'White Clips'
PL0136;Campanula glomerata;Kluwenklokje;inheems;Campanulaceae;Vaste planten;;;;;0-20cm;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Campanula glomerata 'Acaulis',Campanula glomerata 'Bellefleur Blue'
PL0137;Campanula lactiflora;Celtisbladklokje;uitheems;Campanulaceae;Vaste planten;;;;;51-100cm;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Campanula lactiflora 'Alba',Campanula lactiflora 'Loddon Anna',Campanula lactiflora 'Prichard's Variety',Campanula lactiflora 'White Pouffe'
PL0138;Campanula medium;Mariâtteklokje;uitheems;Campanulaceae;Vaste planten;blauw;;;6,7;51-100cm;0,6-0,9 m;halfschaduw;;;;pollenleverancier;101-150 kg/ha pollen;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0139;Campanula persicifolia;Prachtklokje;inheems;Campanulaceae;Vaste planten;blauw;;;5,6,7;21-50cm;0,15-0,5 m;halfschaduw;leem;;gemiddeld,vochthoudend;pollenleverancier;101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Campanula persicifolia 'Grandiflora Alba',Campanula persicifolia 'Grandiflora Blue'
PL0140;Campanula portenschlagiana;Dalmatiâklokje;uitheems;Campanulaceae;Vaste planten;paar,blauw;paarsblauw;;6,7,8;0-20cm;20 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0141;Campanula poscharskyana;Kruipklokje;uitheems;Campanulaceae;Vaste planten;;;;;0-20cm;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Campanula poscharskyana 'E.H. Frost',Campanula poscharskyana 'Lisduggan Variety',Campanula poscharskyana 'Stella'
PL0142;Caragana arborescens;Erwtenstruik;uitheems;Fabaceae;Heesters;geel;;lichtgroene gevederde bladeren;5,6;>200cm;6 m;zon;;neutraal;;pollenleverancier;51-100 kg/ha pollen;Plants for bees (W.D.J.Kirk, F.N.Howes);;Caragana arborescens 'Pendula'
PL0143;Cardamine pratensis;Pinksterbloem;inheems;Brassicaceae;Vaste planten;;;;4,5,6,7;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0144;Carduus crispus;Kruldistel;inheems;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0145;Carduus nutans;Knikkende distel;inheems;Asteraceae;Vaste planten;rood,paars;roodpaars;;6,7,8,9;;0,3-1,6 m;;;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 101-150 kg/ha pollen;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_45892162.jpg;
PL0146;Carpenteria californica;Boomanemoon;uitheems;Hydrangeaceae;Heesters;wit;wit met opvallende gele meeldraden;;6,7;101-200cm;1,5 tot 2 m;;;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0147;Carpinus betulus;Haagbeuk;inheems;Betulaceae;Bomen;;;;3,4,5;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Carpinus betulus 'Fastigiata',Carpinus betulus 'Frans Fontaine',Carpinus betulus 'Lucas'
PL0148;Carpobrotus edulis;Middagbloem;uitheems;Aizoaceae;Vaste planten;;;;5,6,7;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0149;Carthamus tinctorius;Saffloer;uitheems;Asteraceae;vaste planten;geel;saffraangele bloemen die veranderen naar rood;;8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0150;Caryopteris incana;Blauwbaard;uitheems;Lamiaceae;Heesters;paars,blauw;violetblauw;grijs, zilver;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0151;Castanea sativa;Tamme kastanje;uitheems;Fagaceae;Bomen;wit,geel;lichtgeel;;6;>200cm;30 m;;;;;nectar- en pollenleverancier;1-25 kg/ha nectar en 51-100 kg/ha pollen;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_17331844.jpg;Castanea sativa 'Argenteovariegata',Castanea sativa 'Lyon'
PL0152;Catalpa bignonioides;Trompetboom;uitheems;Bignoniaceae;Bomen;wit,geel,paars;wit;;7,8,9,10;>200cm;15 m;;;;;nectar- en pollenleverancier;1-25 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Catalpa bignonioides 'Aurea',Catalpa bignonioides 'Nana',Catalpa bignonioides 'Pulverulenta'
PL0153;Catalpa ovata;Trompetboom;uitheems;Bignoniaceae;Bomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0154;Catalpa speciosa;Trompetboom;uitheems;Bignoniaceae;Bomen;wit;;;6,7;>200cm;20 m;;leem;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Plants for bees (W.D.J.Kirk, F.N.Howes);;
